kind,owner,name,target,keys,delete,source
createIndex,store_manager,idx-store_manager-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m240422_190025_manager.php:58
addForeignKey,store_manager,fk-store_manager-store_id,store,'store_id' -> 'store_id',CASCADE,console/migrations/m240422_190025_manager.php:65
addPrimaryKey,manager_token,PK,,'token_uuid',constraint history; unique=unspecified,console/migrations/m240422_190025_manager.php:86
createIndex,manager_token,idx-manager_token-store_manager_uuid,,'store_manager_uuid',constraint history; unique=unspecified,console/migrations/m240422_190025_manager.php:89
addForeignKey,manager_token,fk-manager_token-store_manager_uuid,store_manager,'store_manager_uuid' -> 'store_manager_uuid',CASCADE,console/migrations/m240422_190025_manager.php:96
addPrimaryKey,request_application,PK,,'application_uuid',constraint history; unique=unspecified,console/migrations/m240428_090018_application.php:31
createIndex,request_application,idx-request_application-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m240428_090018_application.php:34
addForeignKey,request_application,fk-request_application-request_uuid,request,'request_uuid' -> 'request_uuid',CASCADE,console/migrations/m240428_090018_application.php:41
createIndex,request_application,idx-request_application-fulltimer_uuid,,'fulltimer_uuid',constraint history; unique=unspecified,console/migrations/m240428_090018_application.php:51
addForeignKey,request_application,fk-request_application-fulltimer_uuid,fulltimer,'fulltimer_uuid' -> 'fulltimer_uuid',CASCADE,console/migrations/m240428_090018_application.php:58
createIndex,request_application,idx-request_application-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240428_090018_application.php:68
addForeignKey,request_application,fk-request_application-candidate_id,candidate,'candidate_id' -> 'candidate_id',CASCADE,console/migrations/m240428_090018_application.php:75
addPrimaryKey,store_assignment_request,PK,,'sar_uuid',constraint history; unique=unspecified,console/migrations/m240429_110602_store_assignment_request.php:31
createIndex,store_assignment_request,idx-store_assignment_request-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240429_110602_store_assignment_request.php:34
addForeignKey,store_assignment_request,fk-store_assignment_request-candidate_id,candidate,'candidate_id' -> 'candidate_id',CASCADE,console/migrations/m240429_110602_store_assignment_request.php:41
createIndex,store_assignment_request,idx-store_assignment_request-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m240429_110602_store_assignment_request.php:51
addForeignKey,store_assignment_request,fk-store_assignment_request-store_id,store,'store_id' -> 'store_id',unspecified,console/migrations/m240429_110602_store_assignment_request.php:58
addPrimaryKey,request_interview,PK,,'request_interview_uuid',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:38
createIndex,request_interview,idx-request_interview-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:41
addForeignKey,request_interview,fk-request_interview-staff_id,staff,'staff_id' -> 'staff_id',unspecified,console/migrations/m240505_081539_request_interview.php:48
createIndex,request_interview,idx-request_interview-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:57
addForeignKey,request_interview,fk-request_interview-created_by,contact,'created_by' -> 'contact_uuid',unspecified,console/migrations/m240505_081539_request_interview.php:64
createIndex,request_interview,idx-request_interview-application_uuid,,'application_uuid',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:73
addForeignKey,request_interview,fk-request_interview-application_uuid,request_application,'application_uuid' -> 'application_uuid',CASCADE,console/migrations/m240505_081539_request_interview.php:80
createIndex,request_interview,idx-request_interview-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:90
addForeignKey,request_interview,fk-request_interview-request_uuid,request,'request_uuid' -> 'request_uuid',CASCADE,console/migrations/m240505_081539_request_interview.php:97
createIndex,request_interview,idx-request_interview-fulltimer_uuid,,'fulltimer_uuid',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:107
addForeignKey,request_interview,fk-request_interview-fulltimer_uuid,fulltimer,'fulltimer_uuid' -> 'fulltimer_uuid',CASCADE,console/migrations/m240505_081539_request_interview.php:114
createIndex,request_interview,idx-request_interview-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240505_081539_request_interview.php:124
addForeignKey,request_interview,fk-request_interview-candidate_id,candidate,'candidate_id' -> 'candidate_id',CASCADE,console/migrations/m240505_081539_request_interview.php:131
addPrimaryKey,degree_group,PK,,'degree_group_uuid',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:33
addPrimaryKey,degree,PK,,'degree_uuid',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:47
createIndex,degree,idx-degree-degree_group_uuid,,"""degree_group_uuid""",constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:49
addForeignKey,degree,fk-degree-degree_group_uuid,degree_group,"""degree_group_uuid"" -> ""degree_group_uuid""",,console/migrations/m240523_133605_education.php:55
addPrimaryKey,major,PK,,'major_uuid',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:141
addPrimaryKey,candidate_education,PK,,'education_uuid',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:1580
createIndex,candidate_education,idx-candidate_education-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:1582
addForeignKey,candidate_education,fk-candidate_education-candidate_id,candidate,"""candidate_id"" -> ""candidate_id""",unspecified,console/migrations/m240523_133605_education.php:1588
createIndex,candidate_education,idx-candidate_education-major_uuid,,'major_uuid',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:1596
addForeignKey,candidate_education,fk-candidate_education-major_uuid,major,"""major_uuid"" -> ""major_uuid""",unspecified,console/migrations/m240523_133605_education.php:1602
createIndex,candidate_education,idx-candidate_education-degree_uuid,,'degree_uuid',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:1610
addForeignKey,candidate_education,fk-candidate_education-degree_uuid,degree,"""degree_uuid"" -> ""degree_uuid""",unspecified,console/migrations/m240523_133605_education.php:1616
createIndex,candidate_education,idx-candidate_education-university_id,,'university_id',constraint history; unique=unspecified,console/migrations/m240523_133605_education.php:1624
addForeignKey,candidate_education,fk-candidate_education-university_id,university,"""university_id"" -> ""university_id""",unspecified,console/migrations/m240523_133605_education.php:1630
addPrimaryKey,ticket,PK,,'ticket_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:35
createIndex,ticket,idx-ticket-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:37
addForeignKey,ticket,fk-ticket-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m240612_071616_ticket.php:41
createIndex,ticket,idx-ticket-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:45
addForeignKey,ticket,fk-ticket-staff_id,staff,'staff_id' -> 'staff_id',unspecified,console/migrations/m240612_071616_ticket.php:49
addPrimaryKey,ticket_attachment,PK,,'ticket_attachment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:59
createIndex,ticket_attachment,idx-ticket_attachment-attachment_uuid,,'attachment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:61
addPrimaryKey,attachment,PK,,'attachment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:70
addForeignKey,ticket_attachment,fk-ticket_attachment-attachment_uuid,attachment,'attachment_uuid' -> 'attachment_uuid',unspecified,console/migrations/m240612_071616_ticket.php:73
createIndex,ticket_attachment,idx-ticket_attachment-candidate_id,,'ticket_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:77
addForeignKey,ticket_attachment,fk-ticket_attachment-candidate_id,ticket,'ticket_uuid' -> 'ticket_uuid',unspecified,console/migrations/m240612_071616_ticket.php:81
addPrimaryKey,ticket_comment,PK,,'ticket_comment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:95
createIndex,ticket_comment,idx-ticket_comment-ticket_uuid,,'ticket_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:97
addForeignKey,ticket_comment,fk-ticket_comment-ticket_uuid,ticket,'ticket_uuid' -> 'ticket_uuid',unspecified,console/migrations/m240612_071616_ticket.php:101
createIndex,ticket_comment,idx-ticket_comment-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:105
addForeignKey,ticket_comment,fk-ticket_comment-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m240612_071616_ticket.php:109
createIndex,ticket_comment,idx-ticket_comment-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:113
addForeignKey,ticket_comment,fk-ticket_comment-staff_id,staff,'staff_id' -> 'staff_id',unspecified,console/migrations/m240612_071616_ticket.php:117
addPrimaryKey,ticket_comment_attachment,PK,,'ticket_comment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:127
createIndex,ticket_comment_attachment,idx-ticket_comment_attachment-ticket_comment_uuid,,'ticket_comment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:129
addForeignKey,ticket_comment_attachment,fk-ticket_comment_attachment-ticket_comment_uuid,ticket_comment,'ticket_comment_uuid' -> 'ticket_comment_uuid',unspecified,console/migrations/m240612_071616_ticket.php:133
createIndex,ticket_comment_attachment,idx-ticket_comment_attachment-attachment_uuid,,'attachment_uuid',constraint history; unique=unspecified,console/migrations/m240612_071616_ticket.php:137
addForeignKey,ticket_comment_attachment,fk-ticket_comment_attachment-attachment_uuid,attachment,'attachment_uuid' -> 'attachment_uuid',unspecified,console/migrations/m240612_071616_ticket.php:141
addPrimaryKey,candidate_work_log_feedback,PK,,'cwlf_uuid',constraint history; unique=unspecified,console/migrations/m240618_144001_candidate_work_log.php:36
createIndex,candidate_work_log_feedback,idx-candidate_work_log_feedback-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240618_144001_candidate_work_log.php:40
addForeignKey,candidate_work_log_feedback,fk-candidate_work_log_feedback-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m240618_144001_candidate_work_log.php:44
createIndex,candidate_work_log_feedback,idx-candidate_work_log_feedback-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m240618_144001_candidate_work_log.php:50
addForeignKey,candidate_work_log_feedback,fk-candidate_work_log_feedback-store_id,store,'store_id' -> 'store_id',unspecified,console/migrations/m240618_144001_candidate_work_log.php:54
createIndex,candidate_work_log_feedback,idx-candidate_work_log_feedback-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m240618_144001_candidate_work_log.php:60
addForeignKey,candidate_work_log_feedback,fk-candidate_work_log_feedback-company_id,company,'company_id' -> 'company_id',unspecified,console/migrations/m240618_144001_candidate_work_log.php:64
addPrimaryKey,candidate_working_date,PK,,'cwd_uuid',constraint history; unique=unspecified,console/migrations/m240620_143332_candidate_working_date.php:38
createIndex,candidate_working_date,idx-candidate_working_date-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m240620_143332_candidate_working_date.php:42
addForeignKey,candidate_working_date,fk-candidate_working_date-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m240620_143332_candidate_working_date.php:46
createIndex,candidate_working_date,idx-candidate_working_date-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m240620_143332_candidate_working_date.php:52
addForeignKey,candidate_working_date,fk-candidate_working_date-store_id,store,'store_id' -> 'store_id',unspecified,console/migrations/m240620_143332_candidate_working_date.php:56
createIndex,candidate_working_date,idx-candidate_working_date-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m240620_143332_candidate_working_date.php:62
addForeignKey,candidate_working_date,fk-candidate_working_date-company_id,company,'company_id' -> 'company_id',unspecified,console/migrations/m240620_143332_candidate_working_date.php:66
addPrimaryKey,firing_hitmap,PK,,'fh_uuid',constraint history; unique=unspecified,console/migrations/m240630_171036_hitmap.php:31
createIndex,firing_hitmap,idx-firing_hitmap-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m240630_171036_hitmap.php:35
addForeignKey,firing_hitmap,fk-firing_hitmap-company_id,company,'company_id' -> 'company_id',unspecified,console/migrations/m240630_171036_hitmap.php:39
addPrimaryKey,interview_evaluation,PK,,'interview_evaluation_uuid',constraint history; unique=unspecified,console/migrations/m240702_075505_interview_note.php:30
createIndex,interview_evaluation,idx-interview_evaluation-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m240702_075505_interview_note.php:34
addForeignKey,interview_evaluation,fk-interview_evaluation-company_id,company,'company_id' -> 'company_id',CASCADE,console/migrations/m240702_075505_interview_note.php:38
createIndex,interview_evaluation,idx-interview_evaluation-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m240702_075505_interview_note.php:46
addForeignKey,interview_evaluation,fk-interview_evaluation-request_uuid,request,'request_uuid' -> 'request_uuid',CASCADE,console/migrations/m240702_075505_interview_note.php:50
createIndex,interview_evaluation,idx-interview_evaluation-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m240702_075505_interview_note.php:58
addForeignKey,interview_evaluation,fk-interview_evaluation-staff_id,staff,'staff_id' -> 'staff_id',unspecified,console/migrations/m240702_075505_interview_note.php:62
createIndex,interview_evaluation,idx-note-interview_evaluation_uuid,,'interview_evaluation_uuid',constraint history; unique=unspecified,console/migrations/m240702_075505_interview_note.php:70
addForeignKey,note,fk-note-interview_evaluation_uuid,interview_evaluation,'interview_evaluation_uuid' -> 'interview_evaluation_uuid',CASCADE,console/migrations/m240702_075505_interview_note.php:74
addPrimaryKey,interview_evaluation_note_version,PK,,'ienv_uuid',constraint history; unique=unspecified,console/migrations/m240708_092502_interview_note.php:30
